Date,Ticker,MOM_1M,MOM_3M,MOM_6M,MOM_12M,VOL_1M_STD,VOL_3M_STD,RS_1M,RS_3M,RS_6M,RS_12M,Sharpe_3M,Sharpe_6M,PriceToSMA50,PriceToSMA200
2021-11-19,TRV,-0.04899934418109788,-0.041628249177311866,-0.028682689341407136,0.15342926600112755,0.010938983753116348,0.01101870153075355,-0.04896851333082504,-0.0491354227686017,-0.06320239410279567,-0.03515035842872871,-0.951957253080767,-0.3102892071858388,0.9722618380164558,0.9931885303936602
2021-11-19,UNH,-0.005168595267902947,0.03734270002295841,0.07546281038686045,0.2809892141349899,0.010063400894511403,0.012495265038463599,-0.0051377644176301045,0.029835526431668577,0.04094310562547192,0.09240958970513363,0.7530433270241124,0.8392522813417268,1.0264472322213303,1.1028330275253957
2021-11-19,V,-0.13475528014066784,-0.1515521904310906,-0.12938927648588222,-0.026736670180435407,0.02441630727648169,0.017793895076574785,-0.134724449290395,-0.15905936402238044,-0.16390898124727077,-0.21531629461029167,-2.146104737726987,-1.1176360610877016,0.909108882680321,0.8907865025362082
2021-11-19,VZ,-0.04854675411340097,-0.07405751918341814,-0.09064600899148599,-0.12443453164547326,0.007343005426097179,0.007486282693417888,-0.048515923263128126,-0.08156469277470797,-0.12516571375287452,-0.3130141560753295,-2.4926577810677397,-1.7982033914830522,0.9617683980086965,0.9306016572376943
2021-11-19,WBA,-0.03533386940486326,-0.022430515204112746,-0.13509903410335786,0.2535707026896633,0.013588222632105518,0.017868128142610167,-0.03530303855459042,-0.02993768879540258,-0.16961873886474638,0.06499107825980704,-0.3163150906009146,-0.9868030154735131,0.9793082813110392,0.9500356669850353
2021-11-19,WMT,-0.030569396174974804,-0.05506103175461394,0.00810740927542527,-0.05069210357514105,0.008872756673548804,0.008200410877424869,-0.03053856532470196,-0.06256820534590377,-0.026412295485963265,-0.2392717280049973,-1.6918757008276868,0.12594569609596074,0.9876521390046896,1.0117602568672408
2021-11-26,AAPL,0.05355427101971657,0.055235249851838426,0.2328015787268068,0.30733215251489476,0.01427023479924106,0.013236312952498695,0.07035680583094246,0.07105420882338452,0.22214622582022753,0.15180158314796494,1.0514993702906152,2.3904848881331415,1.0585437625541698,1.1377813269250625
2021-11-26,AMGN,-0.018574528926782474,-0.09407155227487567,-0.1522128459550436,-0.06081525959070239,0.010903011941620374,0.010969047369353613,-0.001771994115556584,-0.07825259330332957,-0.16286819886162288,-0.2163458289576322,-2.1609718986823676,-1.647376597037621,0.9657391572001914,0.8809703615193882
2021-11-26,AXP,-0.12685335335914386,-0.07024409362824838,-0.015798601911133407,0.2743758572074694,0.022264025490367868,0.020002054862261455,-0.11005081854791797,-0.05442513465670228,-0.026453954817712656,0.11884528784053955,-0.8849014768079035,-0.11248768591647451,0.899068664555869,0.9766016793593215
2021-11-26,BA,-0.036473382782688024,-0.10719104279353617,-0.21510974390972767,-0.08834489421684431,0.027724407750023865,0.019880504155060208,-0.019670847971462135,-0.09137208382199008,-0.22576509681630694,-0.24387546358377415,-1.35859753806281,-1.3691238765729568,0.9143173736741365,0.8662346004142677
2021-11-26,CAT,0.01316948830918431,-0.06304010365954005,-0.1823231044008384,0.14995257133374937,0.018618920537579083,0.016371122575993352,0.0299720231204102,-0.04722114468799395,-0.19297845730741767,-0.005577998033180459,-0.9702824571140478,-1.4429010377911433,0.9961910963779195,0.9285788011803765
2021-11-26,CRM,-0.03777035614930542,0.06422653894989455,0.17702248146657648,0.1410538592848883,0.012572177440476279,0.014778831394259347,-0.02096782133807953,0.08004549792144064,0.16636712855999722,-0.014476710082041516,1.0950504948509385,1.666979975145193,0.9847796227526716,1.1421793134414076
2021-11-26,CSCO,-0.02724578502535322,-0.06982850741098871,0.04659239713825547,0.2807124637413517,0.01677589390526276,0.012441090317660112,-0.010443250214127332,-0.05400954843944262,0.03593704423167622,0.1251818943744219,-1.4142755621748422,0.5238598376914267,0.9818811332810845,1.0300744975548446
2021-11-26,CVX,0.03302982470061334,0.16067672115479245,0.12317604528169103,0.26843961847782893,0.012614876877065358,0.01320129363703318,0.04983235951183923,0.17649568012633854,0.11252069237511178,0.1129090491108991,3.0668758131277536,1.0796487980109617,1.0555574915125632,1.119798790822349
2021-11-26,DIS,-0.13519276508459563,-0.1957791263442708,-0.18747338763087765,-0.006595060947243175,0.01898622353430813,0.01648479064992467,-0.11839023027336974,-0.17996016737272472,-0.1981287405374569,-0.162125630314173,-2.992558651440205,-1.612050959497937,0.8735743068796791,0.8282835678841247
2021-11-26,DOW,0.02817088152667657,-0.11592955909497364,-0.16137817338662452,0.06493284110269487,0.015246855683461095,0.016959548713915504,0.04497341633790246,-0.10011060012342754,-0.1720335262932038,-0.09059772826423496,-1.722422196040749,-1.2421033172405156,0.9893507341624747,0.9346153550092046
2021-11-26,GS,-0.05398721195114966,-0.07008754812799026,0.05048117029708122,0.5160394490005911,0.015066273726175586,0.01500358370730107,-0.037184677139923766,-0.05426858915644416,0.03982581739050197,0.36050887963366124,-1.1770789214763275,0.4163538579578768,0.977249759152196,1.0503369681705488
2021-11-26,HD,0.07843824412230978,0.22443544693607767,0.24358457851946716,0.40719592193432597,0.015735050509763412,0.012171122616096678,0.09524077893353566,0.24025440590762376,0.2329292256128879,0.25166535256739614,4.6464421347403615,2.663734831887468,1.1185845550341265,1.249368454270735
2021-11-26,HON,-0.03112181423063398,-0.10016415336070547,-0.0951893910073718,0.01949241468590694,0.009889323093773798,0.009990709167332936,-0.014319279419408089,-0.08434519438915938,-0.10584474391395104,-0.1360381546810229,-2.5262465226647226,-1.0901237050625427,0.9549445613858787,0.9477020011431694
2021-11-26,IBM,-0.019492675478754568,-0.12723896462644985,-0.14637868173308294,0.02411986255107512,0.00864934325207292,0.01576445508298726,-0.0026901406675286788,-0.11142000565490376,-0.1570340346396622,-0.1314107068158547,-2.033765538066937,-1.376215580792808,0.9243265942046971,0.9054562527278945
2021-11-26,INTC,0.025343689609974993,-0.09269436875351132,-0.14442648851215,0.0617086528362214,0.010385943910113424,0.019040970484809096,0.04214622442120088,-0.07687540978196522,-0.15508184141872927,-0.09382191653070843,-1.2266594031991842,-1.113627613516858,0.9450595408589946,0.8752134336414525
2021-11-26,JNJ,-0.021589688331184825,-0.07619687084886688,-0.0487620483020838,0.12746247970361535,0.007335944947684277,0.008003617486985597,-0.004787153519958936,-0.060377911877320785,-0.05941740120866305,-0.028068089663314477,-2.3988910999452324,-0.7776503325864242,0.9854871138754274,0.9725290959089828
2021-11-26,JPM,-0.03578729385585669,-0.0008850446586524276,-0.0024107405273715876,0.3076992301497286,0.011857013025010963,0.01325871404179675,-0.0189847590446308,0.014933914312893667,-0.013066093433950838,0.15216866078279878,-0.016819903596609776,-0.023040505112343415,0.9760008769502263,1.0327690596599155
2021-11-26,KO,-0.032771983868314494,-0.02759199158887483,-0.013595048002402164,0.046126030494566574,0.008860124123709215,0.008382886960979127,-0.015969449057088605,-0.011773032617328736,-0.024250400908981416,-0.10940453887236326,-0.8293716002381383,-0.21778430091757456,0.9798591299864468,0.996584172126158
2021-11-26,MCD,0.029551245655638467,0.05688490385687908,0.07211734870599652,0.15391297746581215,0.009921932471968008,0.00909502268403085,0.04635378046686436,0.07270386282842517,0.061461995799417274,-0.001617591901117682,1.5759882047863545,1.0240469670180203,1.0131230344988165,1.070938137315414
2021-11-26,MMM,-0.007272696112489384,-0.09739768597062821,-0.1299401354032652,0.022174042111319917,0.0088196739130384,0.010828357757208917,0.009529838698736505,-0.08157872699908211,-0.14059548830984447,-0.13335652725560992,-2.266448023213143,-1.624748536760657,0.9818413199499126,0.9322088700777821
2021-11-26,MRK,-0.029622511905774265,0.04572004373416508,0.10655067472520008,0.06967286538197351,0.030592537560357534,0.022216367395462625,-0.012819977094548376,0.06153900270571117,0.09589532181862083,-0.08585770398495632,0.518553188837145,0.7915884796460578,0.9819269047429936,1.0511130766470231
2021-11-26,MSFT,0.021771641430628624,0.09710154202468387,0.2816828244161456,0.4411017587434336,0.010199244656603362,0.012456467987544843,0.03857417624185451,0.11292050099622997,0.27102747150956635,0.2855711893765038,1.9642236304566103,3.2930059881083396,1.0522014794621495,1.1998620940664222
2021-11-26,NKE,0.03432832893808808,0.0026222286870467137,0.2097003758756698,0.22252201668963675,0.016721883474969338,0.01575438567227673,0.05113086374931397,0.01844118765859281,0.19904502296909055,0.06699144732270693,0.04194003728765446,1.447834949680172,1.041413586193986,1.1219663358145002
2021-11-26,PG,0.0389954125579647,0.04179688378431357,0.10191130523935286,0.0862966225357222,0.005543889787292247,0.007006853377710071,0.055797947369190595,0.05761584275585967,0.09125595233277362,-0.06923394683120762,1.5030748041834738,1.7506226252489694,1.0296985831905339,1.079632293780579
2021-11-26,TRV,-0.039055626169239424,-0.04785021534416957,-0.027394017683325382,0.14487754434860162,0.015206359375128096,0.012301186149578383,-0.022253091358013535,-0.032031256372623475,-0.03804937058990463,-0.01065302501832821,-0.9801592142427569,-0.2798419669514946,0.9794323199112173,0.9987973552614131
2021-11-26,UNH,-0.03038115748971325,0.052775815955337466,0.0729006863357838,0.2921545433529599,0.011587250438699306,0.013057069596079617,-0.013578622678487362,0.06859477492688357,0.06224533342920455,0.13662397398603005,1.0184716827620615,0.7854725452488901,1.0208399792751293,1.096173373348483
2021-11-26,V,-0.08600273533399774,-0.16145043265859585,-0.13665177610159585,-0.058714841648823575,0.021607730445159345,0.018679604139068856,-0.06920020052277186,-0.14563147368704976,-0.1473071290081751,-0.2142454110157534,-2.1778665558651586,-1.134867026085125,0.9026907565016463,0.8771496600963428
2021-11-26,VZ,-0.01589646391278516,-0.04394650435581891,-0.06369633242102764,-0.10943764580095347,0.007419298933084005,0.007652967152041752,0.0009060708984407299,-0.02812754538427282,-0.07435168532760689,-0.26496821516788327,-1.4469522761084275,-1.2464026227478855,0.9827852268614292,0.9482856239009293
2021-11-26,WBA,-0.016614886059491445,-0.045068817597143804,-0.11797465688678505,0.19858999527253013,0.012855708721598599,0.01788114951397341,0.00018764875173444412,-0.02924985862559771,-0.1286300097933643,0.0430594259056003,-0.6350975694242184,-0.8816333131563657,0.9601338411845194,0.9288543088742707
2021-11-26,WMT,-0.01798779811669762,-0.011118061365837059,0.023678733753635207,-0.031309956111632495,0.009212640339485927,0.008459570533252168,-0.0011852633054717301,0.004700897605709036,0.013023380847055956,-0.18684052547856234,-0.33116198105688255,0.35838162090300335,1.0046313377724683,1.0292371330281056
2021-12-03,AAPL,0.06754702904001121,0.049168029106946745,0.2540757201885302,0.2810576040634911,0.0149866964656199,0.013578764321941921,0.11215584618281868,0.07172856005107495,0.25552521984803134,0.1379607141004016,0.9123936842215602,2.5429703094182656,1.0791159853464578,1.1675015150422412
2021-12-03,AMGN,-0.06628700507897753,-0.10336661702355224,-0.14236488237580622,-0.08364228277927606,0.01005456040724147,0.01130027830181974,-0.021678187936170067,-0.08080608607942405,-0.14091538271630505,-0.2267391727423656,-2.304893613328808,-1.5229304430080834,0.9781225256772299,0.8895434338253944
2021-12-03,AXP,-0.10156334867507856,-0.018834908982081927,-0.05694563089178079,0.24790208300902283,0.025717765243487577,0.02085851224513949,-0.0569545315322711,0.0037256219620462674,-0.05549613123227962,0.1048051930459333,-0.22753065555600738,-0.3911570610213464,0.8995546628023602,0.9672332677552293
2021-12-03,BA,-0.07233588794724208,-0.09453581831189344,-0.24130597719685923,-0.1781649055585614,0.033138446565133574,0.02271101463350526,-0.027727070804434616,-0.07197528736776523,-0.23985647753735806,-0.3212617955216509,-1.0488649472618177,-1.4420641113962982,0.9180953204066346,0.8646871030378763
2021-12-03,CAT,-0.028655360709835587,-0.056105046398659306,-0.1815234036565354,0.14526178428415076,0.01753744652741631,0.016685409354601125,0.015953456432971875,-0.03354451545453111,-0.18007390399703424,0.0021648943210612337,-0.84727575830117,-1.4169700509776832,0.9903111261494889,0.9247026436080332
2021-12-03,CRM,-0.15917043535544076,-0.03334893898915675,0.08134041823716304,0.15617230673825785,0.03349583159252439,0.023319217118139435,-0.1145616182126333,-0.010788408045028557,0.0827899178966642,0.013075416775168325,-0.36035269642188966,0.5587707986802383,0.8926609714234011,1.0355834248221547
2021-12-03,CSCO,-0.024940038765536455,-0.04844773173948662,0.05562933878729138,0.2716649963565651,0.017286053212497,0.013102707397783247,0.019668778377271007,-0.025887200795358424,0.05707883844679255,0.12856810639347557,-0.9316914863211379,0.6107889554548459,1.010014881258171,1.05442883245827
2021-12-03,CVX,0.023803531456904444,0.17153000455917178,0.08485830089413582,0.293290002306019,0.014142665204175035,0.0133356702943809,0.0684123485997119,0.19409053550329997,0.08630780055363699,0.15019311234292945,3.241044324348413,0.7418471330280306,1.03726959829551,1.1125434670874705
2021-12-03,DIS,-0.15115662312166825,-0.2133846420455069,-0.19098088347157682,-0.04689291802548258,0.021163603668787747,0.017257905744375086,-0.1065478059788608,-0.1908241111013787,-0.18953138381207565,-0.18998980798857212,-3.1155504410021635,-1.5880027537661863,0.8784757528978989,0.822285763967237
2021-12-03,DOW,-0.09454569276763082,-0.14522905215714296,-0.24297543590785606,0.03421872977587831,0.017094642361932928,0.018000462644198696,-0.04993687562482336,-0.12266852121301478,-0.2415259362483549,-0.10887816018721122,-2.032963383560392,-1.855732963983934,0.9256368051810572,0.87241584654947
2021-12-03,GS,-0.08264906919734744,-0.06675405580752893,-0.00397734440193006,0.503148837836774,0.015814324038478683,0.015536891872101683,-0.03804025205453997,-0.04419352486340073,-0.0025278447424288935,0.36005194787368444,-1.0826129933072632,-0.032667309858992966,0.9657217000371573,1.0324928348279414
2021-12-03,HD,0.10421327208560133,0.21480615328746944,0.283556915502067,0.43996768756812543,0.016091959075645954,0.012423183999757025,0.14882208922840878,0.23736668423159762,0.28500641516156816,0.2968707976050359,4.356859160959334,3.065675907446822,1.1154330015987814,1.2576784194425166
2021-12-03,HON,-0.086296501870274,-0.1109451625179265,-0.1062212469162877,-0.005985698396540947,0.01180883334988281,0.010872543056961741,-0.04168768472746654,-0.0883846315737983,-0.10477174725678653,-0.14908258835963048,-2.571206488633504,-1.1739714810309103,0.9388841180285546,0.9258864197463805
2021-12-03,IBM,-0.009203015529127731,-0.10263078886474673,-0.14989299774012163,0.054708432896455626,0.01059190942571565,0.016185835261703682,0.03540580161367973,-0.08007025792061853,-0.14844349808062046,-0.0883884570666339,-1.5977258881233254,-1.3898408064300558,0.9557556225463161,0.9279014421218144
2021-12-03,INTC,-0.015953222825344518,-0.07602910890296255,-0.13431214593769653,-0.009121187945437084,0.012060023322827781,0.01960506600864311,0.028655594317462944,-0.053468577958834355,-0.13286264627819536,-0.15221807790852662,-0.9771726711589247,-1.0296766025086903,0.9613327058159071,0.8882828174913118
2021-12-03,JNJ,-0.028488877935074493,-0.08719440948327684,-0.02123055824208778,0.09223462307115554,0.00950934542354066,0.00888159794942081,0.01611993920773297,-0.06463387853914865,-0.019781058582586615,-0.05086226689193399,-2.4737582296472724,-0.32839709429564456,0.9898245192029995,0.9740897171402693
2021-12-03,JPM,-0.07448262629282631,-0.0015447703747001576,-0.033754971782945724,0.2914588284216266,0.013052354667458762,0.013687363275246639,-0.029873809150018853,0.021015760569428037,-0.032305472123444555,0.1483619384585371,-0.02843831490660003,-0.31618534554484695,0.9516047373094673,1.006808423321608
2021-12-03,KO,-0.042363228541906765,-0.042630582887802033,-0.022886322842706513,0.04533600348487715,0.012173595713358333,0.009649047024119216,0.002245588600900697,-0.02007005194367384,-0.021436823183205347,-0.09776088647821238,-1.1132599074283613,-0.336935131585775,0.9850945596612197,0.9987774964322448
2021-12-03,MCD,0.0012461816117300129,0.04859578208777968,0.08437312107478712,0.1871426764437673,0.010214621829480606,0.009531014702122267,0.045854998754537475,0.07115631303190788,0.08582262073428829,0.04404578648067778,1.2847515709730712,1.1666635715203684,1.0132841238099992,1.0695758650296365
2021-12-03,MMM,-0.04624588539431734,-0.11084258523857227,-0.1501669127763758,0.03566157523494583,0.011469415324711196,0.011733101684950556,-0.0016370682515098808,-0.08828205429444408,-0.14871741311687464,-0.1074353147281437,-2.3804196845018364,-1.7953004399212482,0.9692114825899545,0.9168373613327788
2021-12-03,MRK,-0.18992836932491708,-0.04314837842716593,0.024871298447558324,-0.0239048990414019,0.028476443200812305,0.023300246418175106,-0.14531955218210962,-0.020587847483037734,0.02632079810705949,-0.16700178900449142,-0.4666203615971346,0.1789355529093825,0.9073027208290159,0.9723248972800724
2021-12-03,MSFT,-0.03162997004007446,0.07193567294728327,0.24483783522704755,0.41893371645121336,0.011251501617341139,0.013105769586627994,0.012978847102733004,0.09449620389141147,0.24628733488654872,0.2758368264881238,1.3830615356779112,2.802198214380757,1.0201427326873809,1.1662359483279805
2021-12-03,NKE,-0.011392072388557155,0.04347720261185662,0.24318731518730471,0.22702139820463063,0.01592875057934275,0.01590357769737314,0.03321674475425031,0.06603773355598481,0.24463681484680588,0.0839245082415411,0.6888528810226928,1.6708249630947625,1.0487952886048173,1.1337053520362885
2021-12-03,PG,0.03275667066962596,0.04585475143400534,0.10654650179180927,0.11221643001715659,0.009926294500708543,0.008450450230585634,0.07736548781243342,0.06841528237813353,0.10799600145131044,-0.030880459945932942,1.367301267017547,1.7126184668971627,1.0431128440712212,1.0929379459470674
2021-12-03,TRV,-0.07171541765279311,-0.05939383927763684,-0.04489448196586466,0.12201566115599262,0.018280258238373235,0.013665741897004294,-0.027106600509985652,-0.036833308333508646,-0.04344498230636349,-0.02108122880709691,-1.0951356236520966,-0.4342241344995273,0.9541759537828615,0.9688907311482684
2021-12-03,UNH,-0.014413718504520053,0.06745429283812517,0.12606191741635464,0.2711345940670482,0.013027297216470935,0.01358462576584401,0.03019509863828741,0.09001482378225337,0.1275114170758558,0.12803770410395868,1.2511853072843975,1.3321898167098645,1.037628756143878,1.114634633454895
2021-12-03,V,-0.05651396827830494,-0.1350842899205842,-0.16093500602656566,-0.051908372968760136,0.023250969189115567,0.019399126794731037,-0.011905151135497477,-0.112523758976456,-0.1594855063670645,-0.19500526293184967,-1.7546172049189521,-1.2917848288916582,0.9079153432138286,0.8724063759808126
2021-12-03,VZ,-0.029131937911571336,-0.06328788521753054,-0.08354932202625136,-0.1385779026401537,0.010831202132385481,0.008918545345345813,0.015476879231236126,-0.04072735427340234,-0.08209982236675019,-0.28167479260324324,-1.788077259826193,-1.4639505678607194,0.9807929712397788,0.9426827962692905
2021-12-03,WBA,-0.046788168560915944,-0.08778115517451034,-0.1397871464352835,0.12057175667873835,0.01693173839808372,0.018163162870432247,-0.0021793514181084814,-0.06522062423038213,-0.13833764677578234,-0.022525133284351184,-1.2177819576305027,-1.0051596964107943,0.9792273360895654,0.9428365454064302
2021-12-03,WMT,-0.08813819624394459,-0.08192620725106578,-0.02068069433391629,-0.0668533803896799,0.01161873684572365,0.009555156050540758,-0.043529379101137126,-0.059365676306937586,-0.019231194674415125,-0.20995027035276942,-2.1604528197835595,-0.2905320182988499,0.9563876329246214,0.9771482661639109
2021-12-10,AAPL,0.19322488823140513,0.18372398790921074,0.3216322637701533,0.38190885157818,0.01649312221901813,0.014112111696088387,0.19624922694621844,0.1526274738503711,0.27679439311308257,0.20036882597374617,3.2804511833385375,3.0797658435717588,1.1733606648784594,1.2830150722490572
2021-12-10,AMGN,-0.002580322474735277,-0.018909010654155227,-0.11819549618239404,-0.04824277892876352,0.012437182162363444,0.01136729139013796,0.0004440162400780401,-0.050005524712994874,-0.1630333668394648,-0.22978280453319735,-0.4191519921344527,-1.240961272909961,1.0190051189904343,0.9279605524005536
2021-12-10,AXP,-0.0824762433277546,0.036460710056450886,0.024554693769484274,0.32705497072023615,0.02735395128471439,0.0216928460593337,-0.07945190461294128,0.005364195997611239,-0.02028317688758646,0.14551494511580232,0.4235145240766075,0.1647617101451522,0.9669805083146301,1.0311586415027596
2021-12-10,BA,-0.06348340719951417,-0.04491386667148271,-0.17852686608708035,-0.133854397282627,0.03248967539471544,0.023008148787540213,-0.06045906848470086,-0.07601038073032236,-0.22336473674415108,-0.3153944228870608,-0.4918792353106541,-1.049725575891796,0.9547461539990073,0.8941736660263878
2021-12-10,CAT,-0.015653916197899048,-0.007870728164420833,-0.06278951003471979,0.1495967987387895,0.014776906650749962,0.016869075214014623,-0.01262957748308573,-0.03896724222326048,-0.10762738069179052,-0.031943226865644325,-0.11756643780104156,-0.504373603028224,1.0150139989620708,0.9525902124240235
2021-12-10,CRM,-0.11907287772861096,0.04584181915519438,0.07722126845635832,0.1767961448096343,0.03361988566457369,0.023506565590602622,-0.11604853901379764,0.01474530509635473,0.03238339779928759,-0.004743880794799538,0.49139686674614197,0.5295576360379259,0.9229339560215334,1.0631301987533746
2021-12-10,CSCO,0.025296117245047735,0.026333082854510265,0.1033192467583121,0.3192312045804456,0.019511121444519518,0.014044793134843001,0.028320455959861053,-0.004763431204329382,0.058481376101241364,0.1376911789760118,0.4724393677787668,1.0935873247880734,1.0595607652266847,1.1041787657958613
2021-12-10,CVX,0.047539914613257406,0.20039193259228893,0.11659177841577889,0.28829241911200515,0.014045428676102917,0.013243632201934597,0.05056425332807072,0.1692954185334493,0.07175390775870816,0.10675239350757132,3.8127018349986326,1.0149490513464188,1.0569570631026175,1.144987099772645
2021-12-10,DIS,-0.13309732074543665,-0.19170695568817153,-0.15425349076879993,-0.012882333373356859,0.021398501942616787,0.017596357446982857,-0.13007298203062334,-0.22280346974701118,-0.19909136142587067,-0.1944223589777907,-2.745205220159806,-1.2584778858375036,0.9298081362090947,0.8637915750232307
2021-12-10,DOW,-0.059736095190804854,-0.09254787104641865,-0.17960559384720962,0.048738593810364876,0.016284110448013058,0.01818276547537042,-0.05671175647599154,-0.1236443851052583,-0.22444346450428035,-0.13280143179406895,-1.2825261135539863,-1.3631647141804382,0.9590937972892852,0.9006718365583798
2021-12-10,GS,-0.015137860050993188,-0.04022651007077431,0.05760767077184275,0.4874572383688937,0.01691689694761771,0.01601812682421903,-0.01211352133617987,-0.07132302412961396,0.012769800114772016,0.3059172127644599,-0.632791080869371,0.4707580927501165,0.9846830764049451,1.0494699503787932
2021-12-10,HD,0.12371148927508492,0.2178961620294452,0.3040642460285271,0.470905013779725,0.016328665963756202,0.01267637034901294,0.12673582798989824,0.18679964797060555,0.2592263753714564,0.28936498817529116,4.331261277726081,3.2611145693710104,1.1119298456284135,1.2658574954635624
2021-12-10,HON,-0.07171848832410262,-0.05934410702323073,-0.0534397496656804,0.00670127839611545,0.012750125535966763,0.010992655631060834,-0.0686941496092893,-0.09044062108207038,-0.09827762032275114,-0.17483874720831838,-1.3602999972612195,-0.581459861314259,0.9716507746497304,0.9541073903996372
2021-12-10,IBM,0.0316836424734389,-0.049103771628186896,-0.12015197035711297,0.08707524313310037,0.00932503173108513,0.01633324133545734,0.03470798118825221,-0.08020028568702654,-0.1649898410141837,-0.09446478247133346,-0.7575341103472093,-1.107995164718233,1.004495423067616,0.9668914932126865
2021-12-10,INTC,-0.003354710169757078,-0.07646741768983867,-0.12655213760147072,0.03214339413436671,0.016553836898429472,0.02059674718252763,-0.0003303714549437609,-0.10756393174867832,-0.17139000825854145,-0.14939663147006713,-0.9354864621223322,-0.9313451748728032,0.9919061101141163,0.9160773538739551
2021-12-10,JNJ,0.013928203178641543,0.004657203749937285,0.013178885081084769,0.10827637566934024,0.010659148254012424,0.008785382326394314,0.01695254189345486,-0.026439310308902363,-0.03165898557598597,-0.07326364993509359,0.13357472641446078,0.20237502982061792,1.0263070656302873,1.0104805977349602
2021-12-10,JPM,-0.04765147668971004,0.005757225342962525,0.02593211741201624,0.30911104898822,0.013790745954367169,0.01373867471151776,-0.04462713797489672,-0.025339288715877123,-0.01890575324505449,0.12757102338378618,0.10559129311670082,0.24398121487736005,0.962779254593425,1.014435847207229
2021-12-10,KO,-6.284914298364404e-05,0.018981970090298898,0.02829943589115923,0.0901436828657099,0.014556226236627496,0.010172217685532418,0.0029614895718296733,-0.01211454396854075,-0.016538434765911502,-0.09139634273872393,0.4702029615469616,0.3919194421116084,1.030678958312223,1.0466804342491158
2021-12-10,MCD,0.05124220040671653,0.09947743250140219,0.12263714281979482,0.2645240868079442,0.011970191562296525,0.010104777647832035,0.054266539121529844,0.06838091844256254,0.07779927216272409,0.08298406120351037,2.4806044996460934,1.638365853229282,1.0694011896123907,1.1300949212438203
2021-12-10,MMM,-0.021491737898180745,-0.03677844216866782,-0.1126701413300025,0.051843171580984344,0.012862478999045147,0.01060896840555749,-0.018467399183367428,-0.06787495622750747,-0.15750801198707323,-0.1296968540234495,-0.873534163484963,-1.3114613332007465,0.9955549741673319,0.9403156470665132
2021-12-10,MRK,-0.14569550510424234,0.0012402062641853429,-0.029308013620417808,-0.05250179664960494,0.01694919580751533,0.0231828110197881,-0.14267116638942903,-0.029856307794654303,-0.07414588427748854,-0.23404182225403877,0.013479927194478426,-0.21332038988961097,0.8997534053612544,0.9615499239362978
2021-12-10,MSFT,0.03670221252240498,0.14451787780207265,0.2798703466537696,0.49515524377849324,0.013804348762191429,0.013825922815888882,0.03972655123721829,0.113421363743233,0.23503247599669885,0.3136152181740594,2.6338265325334653,3.0881154402923925,1.0662389728949728,1.2253564693754764
2021-12-10,NKE,0.006539135763283037,0.05988017330460919,0.2557566156160109,0.21353932378086843,0.012055771776117493,0.015597604944895711,0.009563474478096355,0.02878365924576954,0.21091874495894014,0.0319992981764346,0.9673527111688253,1.7535750660995635,1.0270053575184186,1.1193754113151548
2021-12-10,PG,0.05718107675258032,0.07115618032037341,0.1542301885158675,0.1621839434261593,0.010382499476272867,0.00866466307481692,0.060205415467393636,0.04005966626153376,0.10939231785879677,-0.01935608217827453,2.069286708085683,2.456415317600749,1.0727126557239977,1.1276650200180771
2021-12-10,TRV,-0.019669110452981413,-0.023957625281241027,0.01780587682722676,0.1430886187845706,0.017718755632385723,0.013674292678253604,-0.016644771738168095,-0.055054139340080674,-0.027031993829843972,-0.038451406819863226,-0.4414673785834254,0.17138902792454663,0.9930581043899446,1.0064596213883783
2021-12-10,UNH,0.04233931415876651,0.14622697483522049,0.1911455172517253,0.35613868140310395,0.014006477402064618,0.01314861548238619,0.045363652873579824,0.11513046077638084,0.14630764659465456,0.17459865579867012,2.802252022015275,1.9832050366870289,1.0868407691573039,1.1758848210942703
2021-12-10,V,-0.01007107355776027,-0.04952742252524607,-0.08937342916224753,0.03363083878527267,0.022220769199622018,0.02009759618431741,-0.0070467348429469525,-0.08062393658408572,-0.13421129981931826,-0.14790918681916115,-0.6209567214765379,-0.696550746226985,0.9952217240341851,0.948671093764042
2021-12-10,VZ,-0.046900478424496364,-0.07277835538728629,-0.10741104974838443,-0.1426659948358342,0.009734562910795292,0.008799751985792146,-0.04387613970968305,-0.10387486944612594,-0.15224892040545518,-0.32420602044026803,-2.083970304681842,-1.8701237068232097,0.9630278583926243,0.9218525709477172
2021-12-10,WBA,0.020382331445575018,0.016103177155607478,-0.07552609085912981,0.21015095164615502,0.018641804005641003,0.018648105052740314,0.023406670160388336,-0.014993336903232169,-0.12036396151620055,0.02861092604172119,0.21758882382168518,-0.5423907669375277,1.0395232053378236,1.0022298290390064
2021-12-10,WMT,-0.04718993096556241,-0.024156486769391607,0.01102972668038819,-0.02595445344269017,0.01318173968585358,0.010024512231443817,-0.0441655922507491,-0.05525300082823126,-0.03380814397668254,-0.207494479047124,-0.6071978752847366,0.15059095756786248,0.9862433938718639,1.0049494578651152
2021-12-17,AAPL,0.10884659714156575,0.1815152738959624,0.2603654016871683,0.2911439384864815,0.021305252036501448,0.015217308681584059,0.12471333121956926,0.14127174305991355,0.2173656854258456,0.13666772572667102,3.0056267406531116,2.3503548216718113,1.09530299532119,1.212371120504803
