Date,Ticker,MOM_1M,MOM_3M,MOM_6M,MOM_12M,VOL_1M_STD,VOL_3M_STD,RS_1M,RS_3M,RS_6M,RS_12M,Sharpe_3M,Sharpe_6M,PriceToSMA50,PriceToSMA200
2020-05-29,GS,,,,,,,,,,,,,,
2020-05-29,HD,,,,,,,,,,,,,,
2020-05-29,HON,,,,,,,,,,,,,,
2020-05-29,IBM,,,,,,,,,,,,,,
2020-05-29,INTC,,,,,,,,,,,,,,
2020-05-29,JNJ,,,,,,,,,,,,,,
2020-05-29,JPM,,,,,,,,,,,,,,
2020-05-29,KO,,,,,,,,,,,,,,
2020-05-29,MCD,,,,,,,,,,,,,,
2020-05-29,MMM,,,,,,,,,,,,,,
2020-05-29,MRK,,,,,,,,,,,,,,
2020-05-29,MSFT,,,,,,,,,,,,,,
2020-05-29,NKE,,,,,,,,,,,,,,
2020-05-29,PG,,,,,,,,,,,,,,
2020-05-29,TRV,,,,,,,,,,,,,,
2020-05-29,UNH,,,,,,,,,,,,,,
2020-05-29,V,,,,,,,,,,,,,,
2020-05-29,VZ,,,,,,,,,,,,,,
2020-05-29,WBA,,,,,,,,,,,,,,
2020-05-29,WMT,,,,,,,,,,,,,,
2020-06-05,AAPL,,,,,,,,,,,,,,
2020-06-05,AMGN,,,,,,,,,,,,,,
2020-06-05,AXP,,,,,,,,,,,,,,
2020-06-05,BA,,,,,,,,,,,,,,
2020-06-05,CAT,,,,,,,,,,,,,,
2020-06-05,CRM,,,,,,,,,,,,,,
2020-06-05,CSCO,,,,,,,,,,,,,,
2020-06-05,CVX,,,,,,,,,,,,,,
2020-06-05,DIS,,,,,,,,,,,,,,
2020-06-05,DOW,,,,,,,,,,,,,,
2020-06-05,GS,,,,,,,,,,,,,,
2020-06-05,HD,,,,,,,,,,,,,,
2020-06-05,HON,,,,,,,,,,,,,,
2020-06-05,IBM,,,,,,,,,,,,,,
2020-06-05,INTC,,,,,,,,,,,,,,
2020-06-05,JNJ,,,,,,,,,,,,,,
2020-06-05,JPM,,,,,,,,,,,,,,
2020-06-05,KO,,,,,,,,,,,,,,
2020-06-05,MCD,,,,,,,,,,,,,,
2020-06-05,MMM,,,,,,,,,,,,,,
2020-06-05,MRK,,,,,,,,,,,,,,
2020-06-05,MSFT,,,,,,,,,,,,,,
2020-06-05,NKE,,,,,,,,,,,,,,
2020-06-05,PG,,,,,,,,,,,,,,
2020-06-05,TRV,,,,,,,,,,,,,,
2020-06-05,UNH,,,,,,,,,,,,,,
2020-06-05,V,,,,,,,,,,,,,,
2020-06-05,VZ,,,,,,,,,,,,,,
2020-06-05,WBA,,,,,,,,,,,,,,
2020-06-05,WMT,,,,,,,,,,,,,,
2020-06-12,AAPL,0.0964472459169422,,,,0.017241815995634548,,-0.000143605154864071,,,,,,,
2020-06-12,AMGN,-0.07656049205226857,,,,0.016200278943731303,,-0.17315134312407485,,,,,,,
2020-06-12,AXP,0.2647371694788098,,,,0.04176583345719805,,0.16814631840700356,,,,,,,
2020-06-12,BA,0.4445275018119719,,,,0.07449530776483002,,0.34793665074016566,,,,,,,
2020-06-12,CAT,0.1644073462182119,,,,0.032989915472247264,,0.06781649514640563,,,,,,,
2020-06-12,CRM,0.03173584824002228,,,,0.022515807204505956,,-0.064855002831784,,,,,,,
2020-06-12,CSCO,0.0717384729976301,,,,0.027810873689772985,,-0.024852378074176174,,,,,,,
2020-06-12,CVX,0.055332836637889175,,,,0.03370176105698359,,-0.0412580144339171,,,,,,,
2020-06-12,DIS,0.11523203561050913,,,,0.032267677403063855,,0.01864118453870285,,,,,,,
2020-06-12,DOW,0.26028776793361325,,,,0.04163208030645608,,0.16369691686180698,,,,,,,
2020-06-12,GS,0.16707836377054114,,,,0.03924226277269152,,0.07048751269873486,,,,,,,
2020-06-12,HD,0.058234947838942265,,,,0.020037006425064386,,-0.03835590323286401,,,,,,,
2020-06-12,HON,0.16875396323341363,,,,0.032585688760853555,,0.07216311216160735,,,,,,,
2020-06-12,IBM,0.052023459670826645,,,,0.029274175715837653,,-0.04456739140097963,,,,,,,
2020-06-12,INTC,0.027165092784015,,,,0.024071660987788394,,-0.06942575828779127,,,,,,,
2020-06-12,JNJ,-0.027525888091452844,,,,0.014028770508478157,,-0.12411673916325912,,,,,,,
2020-06-12,JPM,0.1726955122130562,,,,0.0386757834512987,,0.07610466114124993,,,,,,,
2020-06-12,KO,0.0461266476758239,,,,0.022024787754818004,,-0.05046420339598238,,,,,,,
2020-06-12,MCD,0.09704073140666421,,,,0.018202308979347687,,0.0004498803348579328,,,,,,,
2020-06-12,MMM,0.13891878774878075,,,,0.028125435572685827,,0.04232793667697447,,,,,,,
2020-06-12,MRK,-0.012706824054585564,,,,0.018227448604341417,,-0.10929767512639184,,,,,,,
2020-06-12,MSFT,0.046272283177227806,,,,0.0176122414852648,,-0.05031856789457847,,,,,,,
2020-06-12,NKE,0.11672897582256375,,,,0.02463060453656096,,0.020138124750757477,,,,,,,
2020-06-12,PG,0.014812476933144168,,,,0.014384374234516804,,-0.08177837413866211,,,,,,,
2020-06-12,TRV,0.2387136620577234,,,,0.03262396874165589,,0.14212281098591711,,,,,,,
2020-06-12,UNH,0.025394223838697817,,,,0.02447451227751942,,-0.07119662723310846,,,,,,,
2020-06-12,V,0.08219055849078147,,,,0.02066877225411641,,-0.014400292581024807,,,,,,,
2020-06-12,VZ,0.030169089747279654,,,,0.01434010182774826,,-0.06642176132452662,,,,,,,
2020-06-12,WBA,0.08779877294387865,,,,0.0326013177536633,,-0.008792078127927622,,,,,,,
2020-06-12,WMT,-0.049461226212158996,,,,0.00970189443911386,,-0.14605207728396527,,,,,,,
2020-06-19,AAPL,0.09122116331462175,,,,0.017092316032232678,,0.03984700028721339,,,,,,,
2020-06-19,AMGN,0.04643213786172731,,,,0.017856194124729743,,-0.004942025165681048,,,,,,,
2020-06-19,AXP,0.106637981164631,,,,0.03653171837236585,,0.055263818137222635,,,,,,,
2020-06-19,BA,0.33846327747557,,,,0.07095278648963618,,0.2870891144481616,,,,,,,
2020-06-19,CAT,0.09688834543140212,,,,0.031004218893515678,,0.04551418240399376,,,,,,,
2020-06-19,CRM,0.055087039968283215,,,,0.022746929838013664,,0.003712876940874854,,,,,,,
2020-06-19,CSCO,-0.002644359310932876,,,,0.02624490735687217,,-0.054018522338341236,,,,,,,
2020-06-19,CVX,-0.025814248404826146,,,,0.03116410989934679,,-0.07718841143223451,,,,,,,
2020-06-19,DIS,-0.04756093008691444,,,,0.02626096444896069,,-0.0989350931143228,,,,,,,
2020-06-19,DOW,0.15853024172989227,,,,0.036906802645961544,,0.10715607870248392,,,,,,,
2020-06-19,GS,0.11174100671545815,,,,0.037564181185647444,,0.060366843688049794,,,,,,,
2020-06-19,HD,0.04085507389025362,,,,0.019007651298331516,,-0.010519089137154741,,,,,,,
2020-06-19,HON,0.06640647421127732,,,,0.02553088412961095,,0.015032311183868961,,,,,,,
2020-06-19,IBM,0.008939853615796049,,,,0.028765668306086165,,-0.04243430941161231,,,,,,,
2020-06-19,INTC,-0.05672968837238958,,,,0.020216246394176043,,-0.10810385139979795,,,,,,,
2020-06-19,JNJ,-0.019507391622332153,,,,0.014121085427223542,,-0.07088155464974051,,,,,,,
2020-06-19,JPM,0.06854731462316277,,,,0.03622431005345451,,0.01717315159575441,,,,,,,
2020-06-19,KO,0.01187265383682399,,,,0.020049653840787593,,-0.03950150919058437,,,,,,,
2020-06-19,MCD,0.019919118933331568,,,,0.016257683616873273,,-0.03145504409407679,,,,,,,
2020-06-19,MMM,0.0649133871819599,,,,0.023634928341329485,,0.013539224154551534,,,,,,,
2020-06-19,MRK,0.02096784570872595,,,,0.02004898873537443,,-0.030406317318682412,,,,,,,
2020-06-19,MSFT,0.04985140848987777,,,,0.017914935698400726,,-0.0015227545375305906,,,,,,,
2020-06-19,NKE,0.032483626038287666,,,,0.02398414975416593,,-0.018890536989120695,,,,,,,
2020-06-19,PG,0.04858843359892802,,,,0.012304175467938763,,-0.002785729428480342,,,,,,,
2020-06-19,TRV,0.20552399910288538,,,,0.03050153630705575,,0.15414983607547703,,,,,,,
2020-06-19,UNH,0.015519541698416895,,,,0.02270737500184621,,-0.03585462132899146,,,,,,,
2020-06-19,V,-0.00859979185018742,,,,0.01718293044188176,,-0.059973954877595784,,,,,,,
2020-06-19,VZ,0.03441738822096794,,,,0.013400365836450578,,-0.016956774806440422,,,,,,,
2020-06-19,WBA,0.09476661097194186,,,,0.03119903450542324,,0.0433924479445335,,,,,,,
2020-06-19,WMT,-0.045666302880394194,,,,0.008236306810761885,,-0.09704046590780255,,,,,,,
2020-06-26,AAPL,0.10541406858417837,,,,0.020156548271034778,,0.12069080101035522,,,,,,,
2020-06-26,AMGN,0.03812533305419836,,,,0.018082837731462253,,0.0534020654803752,,,,,,,
2020-06-26,AXP,-0.04847414150386096,,,,0.033639113601142016,,-0.03319740907768411,,,,,,,
2020-06-26,BA,0.12642260413228315,,,,0.0723215299727335,,0.14169933655845998,,,,,,,
2020-06-26,CAT,0.013573356241933432,,,,0.02968220697246019,,0.028850088668110275,,,,,,,
2020-06-26,CRM,0.011365202226062321,,,,0.024127024413682717,,0.026641934652239165,,,,,,,
2020-06-26,CSCO,0.01544990772440548,,,,0.026204880951253715,,0.030726640150582324,,,,,,,
2020-06-26,CVX,-0.04974812284289561,,,,0.031518896220066914,,-0.03447139041671877,,,,,,,
2020-06-26,DIS,-0.06777007959771175,,,,0.02586408604915712,,-0.05249334717153491,,,,,,,
2020-06-26,DOW,0.027768834719908736,,,,0.03825702638617219,,0.04304556714608558,,,,,,,
2020-06-26,GS,-0.055415536963575124,,,,0.03639888237496017,,-0.04013880453739828,,,,,,,
2020-06-26,HD,-0.011037791408479991,,,,0.019250076914849805,,0.004238941017696852,,,,,,,
2020-06-26,HON,-0.06546056212827847,,,,0.026800824600979916,,-0.050183829702101626,,,,,,,
2020-06-26,IBM,-0.06075002028386848,,,,0.028194584435420434,,-0.045473287857691634,,,,,,,
2020-06-26,INTC,-0.0704989711668195,,,,0.018914032324094558,,-0.05522223874064265,,,,,,,
2020-06-26,JNJ,-0.06435273127157505,,,,0.014384079130468607,,-0.049075998845398205,,,,,,,
2020-06-26,JPM,-0.07558827901896405,,,,0.0343847560189051,,-0.0603115465927872,,,,,,,
2020-06-26,KO,-0.06864801366749512,,,,0.02034542466068356,,-0.05337128124131828,,,,,,,
2020-06-26,MCD,-0.04216070446761867,,,,0.016513951618487965,,-0.026883972041441828,,,,,,,
2020-06-26,MMM,-0.02780306014355507,,,,0.02227620858634817,,-0.012526327717378228,,,,,,,
2020-06-26,MRK,-0.042018311483416615,,,,0.020453513491393193,,-0.02674157905723977,,,,,,,
2020-06-26,MSFT,0.07909227661356395,,,,0.019684151696747688,,0.0943690090397408,,,,,,,
2020-06-26,NKE,-0.04738086306005828,,,,0.0298667139015106,,-0.032104130633881435,,,,,,,
2020-06-26,PG,-0.00717709607593549,,,,0.012433080319119114,,0.008099636350241354,,,,,,,
2020-06-26,TRV,0.03786515446037759,,,,0.0308484487095557,,0.05314188688655443,,,,,,,
2020-06-26,UNH,-0.05356746934001138,,,,0.024111647328346277,,-0.038290736913834535,,,,,,,
2020-06-26,V,-0.02602289353924955,,,,0.01966675722239402,,-0.010746161113072706,,,,,,,
2020-06-26,VZ,-0.0470329667478674,,,,0.014525034785568198,,-0.03175623432169056,,,,,,,
2020-06-26,WBA,-0.015903863599958545,,,,0.029731947723237562,,-0.0006271311737817021,,,,,,,
2020-06-26,WMT,-0.04438594192701827,,,,0.008775963178438591,,-0.029109209500841428,,,,,,,
2020-07-02,AAPL,0.11326197332743933,,,,0.02053536975997061,,0.13025104257295253,,,,,,,
2020-07-02,AMGN,0.15572672343715105,,,,0.023484454895736136,,0.17271579268266427,,,,,,,
2020-07-02,AXP,-0.10643601669231094,,,,0.02897959350650119,,-0.08944694744679774,,,,,,,
2020-07-02,BA,0.04323069893797327,,,,0.07418563452547311,,0.06021976818348648,,,,,,,
2020-07-02,CAT,0.0049451652133835735,,,,0.029126213862460025,,0.02193423445889678,,,,,,,
2020-07-02,CRM,0.0955231196010683,,,,0.023201061382184827,,0.1125121888465815,,,,,,,
2020-07-02,CSCO,-0.02045803162547769,,,,0.022959995674861892,,-0.0034689623799644825,,,,,,,
2020-07-02,CVX,-0.09571139367120865,,,,0.030936100125075906,,-0.07872232442569545,,,,,,,
2020-07-02,DIS,-0.08539054639689152,,,,0.025472223771914024,,-0.06840147715137831,,,,,,,
2020-07-02,DOW,-0.0009609453016510861,,,,0.037044642653579964,,0.01602812394386212,,,,,,,
2020-07-02,GS,-0.06458585256264887,,,,0.035631053361549404,,-0.04759678331713567,,,,,,,
2020-07-02,HD,-0.01001005630001376,,,,0.01946759190679208,,0.006979012945499446,,,,,,,
2020-07-02,HON,-0.055851510525985734,,,,0.026814899889642616,,-0.03886244128047253,,,,,,,
2020-07-02,IBM,-0.07521131520286703,,,,0.028396299692120354,,-0.05822224595735383,,,,,,,
2020-07-02,INTC,-0.04626629700730405,,,,0.01972173628500347,,-0.029277227761790845,,,,,,,
2020-07-02,JNJ,-0.05304747066442263,,,,0.014344732395075268,,-0.036058401418909425,,,,,,,
2020-07-02,JPM,-0.10834950528184528,,,,0.03160161429769387,,-0.09136043603633208,,,,,,,
2020-07-02,KO,-0.056079112619063884,,,,0.020211937268121656,,-0.03909004337355068,,,,,,,
2020-07-02,MCD,-0.05186800325677977,,,,0.015569821522563185,,-0.03487893401126656,,,,,,,
2020-07-02,MMM,-0.026207282275526603,,,,0.02206394448883011,,-0.009218213030013397,,,,,,,
2020-07-02,MRK,-0.03287385469760158,,,,0.019802088504269098,,-0.015884785452088376,,,,,,,
2020-07-02,MSFT,0.10683759460970442,,,,0.02012950629718821,,0.12382666385521762,,,,,,,
2020-07-02,NKE,-0.056102286285936956,,,,0.029717674921852878,,-0.03911321704042375,,,,,,,
2020-07-02,PG,0.019632160701651247,,,,0.013496897303590716,,0.03662122994716445,,,,,,,
2020-07-02,TRV,-0.01105239413446467,,,,0.030006250047040443,,0.005936675111048536,,,,,,,
2020-07-02,UNH,-0.019195461137743647,,,,0.02471880753975915,,-0.002206391892230441,,,,,,,
2020-07-02,V,-0.006113944652205684,,,,0.019901042408545913,,0.010875124593307521,,,,,,,
2020-07-02,VZ,-0.036556858361240355,,,,0.012969392816625012,,-0.01956778911572715,,,,,,,
2020-07-02,WBA,-0.038093268226702816,,,,0.03131647906136392,,-0.02110419898118961,,,,,,,
2020-07-02,WMT,-0.035111641169398265,,,,0.009064674141728984,,-0.01812257192388506,,,,,,,
2020-07-10,AAPL,0.08379431369469231,,,,0.0193113429336134,,0.11827184284551133,,,,,,,
2020-07-10,AMGN,0.09213484449099917,,,,0.024047187889747232,,0.12661237364181818,,,,,,,
2020-07-10,AXP,-0.125350954146331,,,,0.027765640583960437,,-0.09087342499551197,,,,,,,
2020-07-10,BA,-0.13097124067597218,,,,0.06280683597111494,,-0.09649371152515317,,,,,,,
2020-07-10,CAT,-0.03402132448853582,,,,0.026948934289608015,,0.0004562046622831953,,,,,,,
2020-07-10,CRM,0.0881456975092569,,,,0.02155691272785002,,0.12262322666007591,,,,,,,
2020-07-10,CSCO,-0.008310317593430153,,,,0.023341911018283704,,0.026167211557388863,,,,,,,
2020-07-10,CVX,-0.13531899363520014,,,,0.029549640509533612,,-0.10084146448438112,,,,,,,
2020-07-10,DIS,-0.023518804153023116,,,,0.025843853129909323,,0.010958724997795901,,,,,,,
2020-07-10,DOW,-0.06689731970015787,,,,0.035957005463645816,,-0.032419790549338856,,,,,,,
2020-07-10,GS,-0.03799243418798853,,,,0.03933169752049584,,-0.003514905037169516,,,,,,,
2020-07-10,HD,-0.017203534559332864,,,,0.018786094200821467,,0.017273994591486153,,,,,,,
2020-07-10,HON,-0.07874089860704898,,,,0.02503702631804565,,-0.04426336945622997,,,,,,,
2020-07-10,IBM,-0.09288777484865192,,,,0.027260074638257466,,-0.0584102456978329,,,,,,,
2020-07-10,INTC,-0.07036929739358054,,,,0.019234839230467635,,-0.035891768242761524,,,,,,,
2020-07-10,JNJ,-0.03743087455945757,,,,0.014210040482689262,,-0.0029533454086385566,,,,,,,
2020-07-10,JPM,-0.08715096050397632,,,,0.031540148755924514,,-0.0526734313531573,,,,,,,
2020-07-10,KO,-0.06500086703595019,,,,0.02057924377938512,,-0.030523337885131174,,,,,,,
2020-07-10,MCD,-0.057386774054385296,,,,0.01425433549245602,,-0.02290924490356628,,,,,,,
2020-07-10,MMM,-0.0697993436400418,,,,0.02155518067195982,,-0.03532181448922278,,,,,,,
2020-07-10,MRK,-0.05570004032950707,,,,0.020067707734152666,,-0.02122251117868805,,,,,,,
2020-07-10,MSFT,0.08204150690505846,,,,0.019125096223079827,,0.11651903605587748,,,,,,,
2020-07-10,NKE,-0.04128325523969943,,,,0.0301152355627004,,-0.006805726088880415,,,,,,,
2020-07-10,PG,0.038339644808351746,,,,0.011981334946935924,,0.07281717395917076,,,,,,,
2020-07-10,TRV,-0.06083122788689837,,,,0.026932271309803912,,-0.026353698736079352,,,,,,,
2020-07-10,UNH,-0.04435622420184842,,,,0.02304338015655524,,-0.009878695051029403,,,,,,,
2020-07-10,V,-0.04035862941478985,,,,0.019075873679486332,,-0.0058811002639708315,,,,,,,
2020-07-10,VZ,-0.05212018151340039,,,,0.013338035215465888,,-0.017642652362581376,,,,,,,
2020-07-10,WBA,-0.0986582342196789,,,,0.0344327869724175,,-0.06418070506885988,,,,,,,
2020-07-10,WMT,0.07563996415296073,,,,0.018958363034742194,,0.11011749330377975,,,,,,,
2020-07-17,AAPL,0.09158259742072644,,,,0.015094319499329387,,0.07065652461128151,,,,,,,
2020-07-17,AMGN,0.13433861222618154,,,,0.02122829017681283,,0.11341253941673661,,,,,,,
2020-07-17,AXP,-0.08370929201090371,,,,0.02188469230552099,,-0.10463536482034864,,,,,,,
2020-07-17,BA,-0.0917535601431487,,,,0.04407814095773642,,-0.11267963295259363,,,,,,,
2020-07-17,CAT,0.07288674467967023,,,,0.01830263946834823,,0.051960671870225295,,,,,,,
2020-07-17,CRM,0.034566531489561514,,,,0.02115830868975675,,0.013640458680116586,,,,,,,
2020-07-17,CSCO,0.02033046244343654,,,,0.012920054447522351,,-0.0005956103660083867,,,,,,,
2020-07-17,CVX,-0.048686263010963134,,,,0.021222732418536745,,-0.06961233582040806,,,,,,,
2020-07-17,DIS,0.008463832186379349,,,,0.019310545199722293,,-0.01246224062306558,,,,,,,
2020-07-17,DOW,0.0589514763534308,,,,0.025602542526119657,,0.03802540354398587,,,,,,,
2020-07-17,GS,0.025001402652425654,,,,0.03223227319254125,,0.004075329842980726,,,,,,,
2020-07-17,HD,0.037286802341967726,,,,0.012321551809319287,,0.016360729532522798,,,,,,,
2020-07-17,HON,0.04391799368184717,,,,0.021124178008900693,,0.022991920872402243,,,,,,,
2020-07-17,IBM,0.00770261396190039,,,,0.01563569897212143,,-0.013223458847544538,,,,,,,
2020-07-17,INTC,-0.008133472660709507,,,,0.012960297198546902,,-0.029059545470154435,,,,,,,
2020-07-17,JNJ,0.03634018666306372,,,,0.009699922867473471,,0.01541411385361879,,,,,,,
2020-07-17,JPM,-0.0036605478765119864,,,,0.024347782316808658,,-0.024586620685956913,,,,,,,
2020-07-17,KO,0.005139190411023662,,,,0.014980235771636225,,-0.015786882398421267,,,,,,,
2020-07-17,MCD,0.0036100362418057066,,,,0.012757167195469833,,-0.01731603656763922,,,,,,,
2020-07-17,MMM,0.003823934595950258,,,,0.0146353424026597,,-0.01710213821349467,,,,,,,
2020-07-17,MRK,0.04585815097525348,,,,0.012074422178779983,,0.024932078165808554,,,,,,,
2020-07-17,MSFT,0.043519943279956286,,,,0.01620151232251037,,0.022593870470511358,,,,,,,
2020-07-17,NKE,-0.02997814409696902,,,,0.026016142896252627,,-0.050904216906413946,,,,,,,
2020-07-17,PG,0.06324990011338943,,,,0.009979872948933282,,0.0423238273039445,,,,,,,
2020-07-17,TRV,0.03710136673406026,,,,0.01883869854320703,,0.016175293924615333,,,,,,,
2020-07-17,UNH,0.05080668396170347,,,,0.01789286132035594,,0.029880611152258544,,,,,,,
2020-07-17,V,0.007873557222408812,,,,0.0156002275721033,,-0.013052515587036117,,,,,,,
2020-07-17,VZ,0.004969771198564924,,,,0.01280014488423253,,-0.015956301610880005,,,,,,,
2020-07-17,WBA,-0.017470815099842215,,,,0.029651842420892086,,-0.03839688790928714,,,,,,,
2020-07-17,WMT,0.10145497615963736,,,,0.018368771769205282,,0.08052890335019243,,,,,,,
2020-07-24,AAPL,0.028474868773022157,,,,0.017700995463119,,-0.010976835129545077,,,,,,1.055639500078481,
2020-07-24,AMGN,0.06441481534301108,,,,0.020388028940700346,,0.024963111440443844,,,,,,1.0462638239369826,
2020-07-24,AXP,0.0029549575225888856,,,,0.020688024674719422,,-0.03649674637997835,,,,,,0.9855362659197894,
2020-07-24,BA,-0.01672179331395745,,,,0.04235192782850674,,-0.05617349721652468,,,,,,1.0028939030012822,
2020-07-24,CAT,0.1271543117319782,,,,0.01630787960523618,,0.08770260782941096,,,,,,1.0966947651928762,
2020-07-24,CRM,0.015720480889219852,,,,0.0210394241015528,,-0.02373122301334738,,,,,,1.0274566048933027,
2020-07-24,CSCO,0.04405475402077345,,,,0.01300435866532335,,0.004603050118206213,,,,,,1.0133020696009043,
2020-07-24,CVX,0.02801561111873543,,,,0.02485231117287044,,-0.011436092783831803,,,,,,0.9916367577464512,
2020-07-24,DIS,0.04825046571375182,,,,0.015047677540080951,,0.008798761811184587,,,,,,1.0046606917448413,
2020-07-24,DOW,0.1027300649245909,,,,0.023167644901140035,,0.06327836102202367,,,,,,1.0505443425962888,
2020-07-24,GS,0.017272251150741186,,,,0.03193690124419367,,-0.022179452751826048,,,,,,1.0010720862948934,
2020-07-24,HD,0.07503890429177604,,,,0.011224075408377375,,0.0355872003892088,,,,,,1.0650199408372554,
2020-07-24,HON,0.0770411409239417,,,,0.019048401179629863,,0.03758943702137446,,,,,,1.0219364458125713,
2020-07-24,IBM,0.07740948960643952,,,,0.014555743466383067,,0.03795778570387229,,,,,,1.0252101349120557,
2020-07-24,INTC,-0.15530772345881327,,,,0.041121357479382156,,-0.19475942736138052,,,,,,0.8392110908323679,
2020-07-24,JNJ,0.05766649598910196,,,,0.008331314318007026,,0.018214792086534724,,,,,,1.0201592367805654,
2020-07-24,JPM,0.04722609909350186,,,,0.023258974461240287,,0.007774395190934626,,,,,,1.0154170531572508,
2020-07-24,KO,0.08250317108354513,,,,0.015239764734706783,,0.043051467180977895,,,,,,1.0551678747281104,
2020-07-24,MCD,0.07538635625762237,,,,0.013113434598462141,,0.035934652355055136,,,,,,1.057840236828374,
2020-07-24,MMM,0.0488465844749799,,,,0.012830635474685227,,0.009394880572412667,,,,,,1.026124479047522,
2020-07-24,MRK,0.016082169606235708,,,,0.010798171050935083,,-0.023369534296331526,,,,,,0.9871416976572869,
2020-07-24,MSFT,0.017337697952366855,,,,0.020175068609927096,,-0.02211400595020038,,,,,,1.0283897148123549,
2020-07-24,NKE,-0.0166241654129203,,,,0.023750733320652723,,-0.05607586931548753,,,,,,1.0085618503723037,
2020-07-24,PG,0.08505062009475259,,,,0.008956861226061118,,0.045598916192185354,,,,,,1.0650682161119205,
2020-07-24,TRV,0.04690661600457588,,,,0.0192546846024053,,0.007454912102008646,,,,,,1.0547023832533504,
2020-07-24,UNH,0.03936314274572302,,,,0.01682179530848258,,-8.856115684421212e-05,,,,,,1.0128704112908635,
2020-07-24,V,0.019350590675250336,,,,0.014010300675639867,,-0.020101113227316898,,,,,,1.0070999614454825,
2020-07-24,VZ,0.06389667677621076,,,,0.011586649270730746,,0.024444972873643528,,,,,,1.0308810083797146,
2020-07-24,WBA,-0.016161071793664154,,,,0.026197648498364284,,-0.05561277569623139,,,,,,0.9705615440457881,
2020-07-24,WMT,0.08703937836116363,,,,0.017863564310484324,,0.04758767445859639,,,,,,1.0572975180179227,
