Date,Ticker,MOM_1M,MOM_3M,MOM_6M,MOM_12M,VOL_1M_STD,VOL_3M_STD,SMA50,SMA200,PriceToSMA50,PriceToSMA200
2021-04-01,UNH,0.10134720518651545,0.06558343559834891,0.17042464479968206,,0.012470186211887413,0.013267052676437472,324.6934564208984,307.25946701049804,1.066931258680685,1.1274692412738418
2021-04-01,V,0.00931166092142987,-0.005341838654869094,0.08414140495118332,,0.019138209598161034,0.01766928419755812,204.63126525878906,197.9858740234375,1.0291446363342935,1.0636878520053032
2021-04-01,VZ,0.05138353755505009,0.013396820231127699,0.0010332481893362464,,0.01095329474423967,0.012057282724929643,43.46713493347168,44.239968376159666,1.038460455834574,1.020319462550988
2021-04-01,WBA,0.1393143930111354,0.340023339969953,0.4427845147653352,,0.01925133577822001,0.0196882481327578,40.16294296264648,33.42238119125366,1.092558278803718,1.3129033381512636
2021-04-01,WMT,0.06520167767954409,-0.057038908478838427,-0.023326950435061843,,0.009752454796145182,0.013563379879852053,43.032394561767575,43.26010223388672,0.9923183700835221,0.9870951159906137
2021-04-09,AAPL,0.10302377861369215,0.017255793920938598,0.14793822360812103,,0.016025692711962046,0.019965138829927755,123.96954467773438,115.815712890625,1.0494994768937538,1.12338791553189
2021-04-09,AMGN,0.07934688290118387,0.06925364843964067,-0.02024950427879592,,0.012530914975141607,0.012168589467068587,209.80790924072267,208.60005447387695,1.0460440864605334,1.0521009848604346
2021-04-09,AXP,0.00999547805996904,0.19749574900450517,0.36798277921137296,,0.014505515800008343,0.018803646615723743,130.2167610168457,107.71300983428955,1.0792883075483908,1.3047767194373254
2021-04-09,BA,0.02821165324324852,0.17092687468214815,0.42727759847432567,,0.02626678372851533,0.026775462582939495,231.32299926757813,195.97420036315918,1.090942108693824,1.2877205272056427
2021-04-09,CAT,0.04290088506044991,0.1775982979612874,0.4107909253622826,,0.01771840372350039,0.01779643636213051,198.08112426757813,157.6836131668091,1.0718819416196004,1.3464910894292994
2021-04-09,CRM,0.08723155598483492,0.059225808322591084,-0.11697580067627501,,0.01553080624456205,0.01827997373938799,221.86761596679688,225.47417488098145,1.0350071427058,1.0184517467774605
2021-04-09,CSCO,0.08289191069931473,0.1543433142266046,0.2944279806861401,,0.01305644934397024,0.013367934095717661,42.464595031738284,38.5233039188385,1.0876787939113886,1.1989584176208226
2021-04-09,CVX,-0.07890607712719505,0.14573726309867283,0.3615076494948137,,0.013914214868028728,0.017743500302860475,85.10843475341797,73.10822118759155,1.0261761120248285,1.1946158893906254
2021-04-09,DIS,-0.03745043100287409,0.05082011457154794,0.4244043992533562,,0.011159599187854238,0.01980215786412787,186.0278793334961,148.7662947845459,0.9976849406125474,1.2475756959189748
2021-04-09,DOW,-0.014933744848798098,0.08720847533018816,0.29145711478634934,,0.01809798009015826,0.020956225340259316,49.45031890869141,41.56833399772644,1.0377798083613365,1.234558558042658
2021-04-09,GS,-0.03332512121272218,0.12991009774709603,0.49474311685667405,,0.011955974262015128,0.01619521045857136,290.028464050293,221.2096558380127,1.0324744915894553,1.3536795662576129
2021-04-09,HD,0.18151391090120944,0.18768537332541607,0.1328920702131579,,0.00956911731749284,0.014542293055599256,254.02388549804687,246.4321028137207,1.1402372296100682,1.1753642814711693
2021-04-09,HON,0.06399233699462362,0.06981906398295137,0.28908116313499466,,0.012134140271920326,0.012869605119669827,192.23712677001953,169.8743769454956,1.0885248147868931,1.2318213410115386
2021-04-09,IBM,0.05965351400313571,0.06420729162516771,0.11749254458413169,,0.01013049931569201,0.018242312282309315,100.82865142822266,97.0818000793457,1.0805068140719,1.1222087438925994
2021-04-09,INTC,0.09216541455953642,0.274484667061041,0.27257659618160207,,0.020061098377413145,0.02788469673335731,56.35425590515137,48.59152578353882,1.101661818874136,1.2776575968890307
2021-04-09,JNJ,0.013108857504160194,0.011688649798802228,0.09969608140371486,,0.0065047652824403385,0.010897909388407265,144.33708435058594,134.59049915313722,0.9971663621634197,1.0693777512734157
2021-04-09,JPM,0.01325816050973855,0.14582300063489714,0.46223097837895283,,0.012970302706068934,0.013788923289518817,132.53194778442383,104.71757892608643,1.0594321007181147,1.3408312271296994
2021-04-09,KO,0.04155506334948772,0.07074858517788339,0.08659762169834664,,0.008820465036677822,0.010696223196564993,44.85725456237793,43.71297163009643,1.051051942319601,1.0785655327639894
2021-04-09,MCD,0.08174696351179173,0.09413554549861479,0.033896917248932644,,0.011312400146343767,0.011722495904427475,197.2270880126953,191.73235382080077,1.0718602295267083,1.1025779823459165
2021-04-09,MMM,0.07056341299336459,0.16232374021787993,0.19015209600783817,,0.00962833551624375,0.014203018656463536,130.53902450561523,119.45126377105713,1.0782616082733534,1.1783485085233913
2021-04-09,MRK,0.029268916567319343,-0.08750292512343215,-0.031108606677964765,,0.010154544144095494,0.011738672642432503,63.53559745788574,66.34150901794433,1.014737636139057,0.9718193470344337
2021-04-09,MSFT,0.0960452665494835,0.1610674350330872,0.2032087784450803,,0.015004996130925407,0.015398383423235242,230.07975433349608,211.24559104919433,1.0752046098824648,1.1710673404889673
2021-04-09,NKE,-0.01567573910298931,-0.06575535121748857,0.04464750643504369,,0.019983392501253302,0.01729273157873858,130.87235977172853,119.02071792602538,0.9834710932373819,1.0814014986807092
2021-04-09,PG,0.06851107802347081,-0.012009004519841932,-0.019707635360595763,,0.009238014258464105,0.010857332153079833,116.63052856445313,119.75270748138428,1.0523836289663762,1.02494600314574
2021-04-09,TRV,-0.02429844845650047,0.09207014669263167,0.29890913116677076,,0.015202315073668286,0.015306726960267353,137.09484191894532,118.47319869995117,1.018200428999354,1.1782413945705872
2021-04-09,UNH,0.07714330227407916,0.033953491494582294,0.15934561903808206,,0.012081701886694003,0.012600226818424945,326.97795471191404,309.12179595947265,1.0861174874075845,1.148856144249159
2021-04-09,V,-0.0029168425702046996,0.041480644152849314,0.09748212202474199,,0.017761016197937518,0.017594222474805923,206.5078030395508,198.6268669128418,1.0464093215019592,1.087927798600873
2021-04-09,VZ,0.01785823842010749,-0.0072273232296413345,-0.004271928355115476,,0.009162047926932253,0.01206692894349704,43.59795539855957,44.324927730560304,1.03194368880196,1.0150187991664474
2021-04-09,WBA,0.06994274032927551,0.18937634752919402,0.4165749884439197,,0.019241898582657485,0.018500909120733756,40.75012939453125,33.701456718444824,1.065604541492481,1.2884761425001856
2021-04-09,WMT,0.060071828107677396,-0.04381234751001123,-9.45576033098035e-05,,0.009446144516469586,0.013846760056257196,42.8631233215332,43.42745838165283,1.0267956636940956,1.013452566626131
2021-04-16,AAPL,0.07264136481694594,0.04141175127345307,0.10489070629858402,,0.016891952506142737,0.020080171927464367,123.87647033691407,116.87877410888672,1.0594488471818984,1.1228795364429438
2021-04-16,AMGN,0.04576964206420957,0.06392015996907155,0.08742304260393688,,0.011451504715655978,0.012055589773920173,210.8848370361328,209.10948524475097,1.0689614675992731,1.078037013140401
2021-04-16,AXP,0.03904533338226309,0.19506413157101674,0.36492100916389125,,0.013383539697885059,0.01887043829030184,133.02945877075194,108.99791118621826,1.0722675604024572,1.308678044059704
2021-04-16,BA,-0.06024059191372654,0.16747537496274523,0.41893271564630263,,0.01774336690356945,0.02674047161673211,236.50139923095702,197.74990028381347,1.0493806526422258,1.2550195591481452
2021-04-16,CAT,-0.0011564549425427959,0.17265637752188967,0.36649248861413986,,0.013251938515599979,0.01770405221754673,202.18287170410156,160.21133808135986,1.0620140680927548,1.3402363194052285
2021-04-16,CRM,0.08449393878995855,0.07292448558199012,-0.12134608300145247,,0.016108238760035608,0.018275521744891242,221.95002502441406,226.59598663330078,1.0374411358333577,1.0161701867747512
2021-04-16,CSCO,0.07329947499965135,0.16366426900704337,0.29560638838372455,,0.013837021559648317,0.01358382438705754,43.062851181030275,38.6884035205841,1.0871874285583343,1.2101143025192398
2021-04-16,CVX,-0.04806843992459459,0.0893555203485676,0.3732097243614694,,0.014028762364284965,0.01764656165512832,86.5358578491211,73.50268434524536,1.0096412373422734,1.1886663918678149
2021-04-16,DIS,-0.04173166909280202,0.0767239995951587,0.3915445656103674,,0.011210736140095517,0.019685447509372657,187.3756298828125,150.6286381149292,0.9871875235263474,1.2280193617104063
2021-04-16,DOW,-0.020354220764423232,0.09200946459020022,0.3046412334275961,,0.01496714479063997,0.020409979094708028,50.33715919494629,42.08945655822754,1.0443620175102426,1.2490115442531668
2021-04-16,GS,-0.007682815508546856,0.10995942977512936,0.4921251726956552,,0.012522991987634105,0.016065718710108673,295.18360900878906,224.40218894958497,1.0497083171169543,1.380809567426896
2021-04-16,HD,0.15836077489169106,0.20724929304454554,0.14514616087996857,,0.009029886779543079,0.014098195325487249,258.6560302734375,248.26278770446777,1.150861773188878,1.1990413077969613
2021-04-16,HON,0.0857784833408059,0.11116176617323742,0.3003010081756404,,0.010816135888427354,0.012667924177386516,195.1923291015625,171.95981506347655,1.0962741976069323,1.2443855786065738
2021-04-16,IBM,0.034730403322569846,0.04846977312357917,0.08664078174194347,,0.012092129827535318,0.018384617968975985,102.01932006835938,97.46328834533692,1.0510591530807698,1.1001921027842692
2021-04-16,INTC,-0.015782077168314555,0.09481949536741549,0.2032167727456787,,0.02203200256064481,0.026716426084467428,57.124670333862305,48.760763778686524,1.0309196550349455,1.2077527272103912
2021-04-16,JNJ,0.00910194417753252,0.016065015024668807,0.10433027196912352,,0.007421885036259842,0.010858727140323774,144.19394134521485,135.1275942993164,1.0042844776248467,1.0716666555890833
2021-04-16,JPM,-0.005736115269698541,0.08830456962188836,0.43807738611390545,,0.0132838255787973,0.013971490005583419,134.56993408203124,106.10708904266357,1.0234920834773755,1.2980401540527817
2021-04-16,KO,0.04651991639346412,0.09482628764831424,0.08471963331609042,,0.008129426642559941,0.009821855660380461,45.30106887817383,43.93303421020508,1.0505401441773337,1.0832530073602196
2021-04-16,MCD,0.03924480222352136,0.11757668691200218,0.03576422617578992,,0.007232149772780814,0.011149473473444485,199.46011047363282,192.91547485351563,1.067186156771555,1.1033903261893088
2021-04-16,MMM,0.05315557395736073,0.18494396854007744,0.18166990030376529,,0.007743840418911592,0.013911728142667747,132.10378509521485,120.28953052520752,1.0686106449151365,1.1735644022381937
2021-04-16,MRK,0.002196858511269229,-0.050151900219578556,-0.0218767528072265,,0.00893377029094184,0.010971199008360306,63.520634231567385,66.38833656311036,1.0304055036634259,0.9858962356464253
2021-04-16,MSFT,0.09529497626690706,0.2044381185005407,0.1709098672855628,,0.014798420461750852,0.015227527712866045,232.01204711914062,212.7010112762451,1.0866288208016628,1.185283396915414
2021-04-16,NKE,-0.07534086079943664,-0.048703309570253435,0.05482117333099023,,0.018532356452921374,0.017392693140131515,130.6740286254883,119.89682838439941,0.9766742683772832,1.0644648655303146
2021-04-16,PG,0.06649785739182583,0.016634474139404987,-0.03673628146012463,,0.009824650269139161,0.010969570789696651,117.29368621826171,120.22850154876708,1.0531864393886154,1.0274778289644528
2021-04-16,TRV,-0.012553370151460094,0.09692986936638602,0.34254502218668054,,0.015695401491407322,0.015136456765961887,138.57813262939453,119.46342624664307,1.0358635373725624,1.2016065433415648
2021-04-16,UNH,0.1045905980723228,0.11283348957754308,0.2017853568737311,,0.013794670062037969,0.01316205464480974,331.33898193359374,311.3242411804199,1.1137210400151427,1.1853211113836302
2021-04-16,V,0.015085856609015572,0.11632424122298067,0.11614705276676962,,0.01782199392033055,0.016809839980249673,208.93364624023437,199.41502639770508,1.0523402868300225,1.1025713417121958
2021-04-16,VZ,0.055082663066374264,0.03220726042571664,0.01877904597015178,,0.00658684466980747,0.011981188378705182,43.88067413330078,44.43876239776611,1.0393841933878396,1.026330991874071
2021-04-16,WBA,-0.014897681364545029,0.08709467211360596,0.4162219650507175,,0.016179848792104774,0.01734397209017213,41.16726783752441,33.97569099426269,1.0376746732323525,1.2573175099922325
2021-04-16,WMT,0.06523580033762771,-0.04007186717537552,-0.015591377097657667,,0.008630461688309155,0.013727668677957907,42.84242607116699,43.59931867599487,1.0333915859706067,1.0154517081682692
2021-04-23,AAPL,0.11198349122000255,-0.03325927080135245,0.14237949434216102,,0.013366327413729706,0.019198259813151472,123.5918994140625,117.88636344909668,1.0631544498868721,1.1146096459983565
2021-04-23,AMGN,0.046018175614051374,0.02123706083255901,0.1297799799730231,,0.01100553506571429,0.011925221218578296,212.79794708251953,209.2766332244873,1.064819698824365,1.0827364834362132
2021-04-23,AXP,0.044810986501620215,0.13771123377055583,0.35923502063527374,,0.012821719747599408,0.018633027605879413,134.93397171020507,110.26484424591064,1.0172413960193885,1.24482488223367
2021-04-23,BA,-0.0036011955993723796,0.14676690935543638,0.3748536510993725,,0.017375649587815754,0.026871506992872357,239.08699951171874,199.14410018920898,0.9970429398907087,1.1970226818485963
2021-04-23,CAT,0.04386461025630147,0.1858846409151074,0.334077423020256,,0.011190823465521258,0.01809097527074116,205.4110528564453,162.63085384368895,1.0354250230598112,1.3077945489055092
2021-04-23,CRM,0.10835808028973894,0.033708198781403235,-0.08501439433790521,,0.014205335584124098,0.017749720869103102,221.24825408935547,227.4651586151123,1.0479120391739165,1.019271305188107
2021-04-23,CSCO,0.05165642847096314,0.1551168054618312,0.2996332558248865,,0.013309743365642447,0.013838836290803543,43.44729278564453,38.84940495491028,1.0594039265358124,1.1847860379813941
2021-04-23,CVX,-0.030547953773843253,0.11573818551124797,0.3883475576045103,,0.011596349126714933,0.016431598481857407,87.60366714477539,73.88896627426148,0.9836766653168952,1.166259152234502
2021-04-23,DIS,-0.009245840805889423,0.05757629204289264,0.3683260217442721,,0.009878220375750249,0.019765513266807973,187.17569915771483,152.35333152770997,0.9658658784622389,1.186627291185087
2021-04-23,DOW,0.0011277086282969568,0.08817376219594511,0.2698467621035442,,0.02014107710721256,0.02207874946427754,50.87073829650879,42.56059823036194,0.9923462835904134,1.186106168405042
2021-04-23,GS,0.032038802476649975,0.16317682645249945,0.5236257296609937,,0.01435962894987405,0.016360287988964103,298.69825927734377,227.53340942382812,1.0283867686060657,1.3500317971955624
2021-04-23,HD,0.10108504968441547,0.13767625902277714,0.14132041376271057,,0.010148496183044102,0.013723052737338272,262.96795654296875,250.07867393493652,1.117534032406422,1.1751327542051782
2021-04-23,HON,0.05625239547172012,0.10878801578313442,0.2704301071225004,,0.01161697884197448,0.012872801667452877,197.69011108398436,173.92477592468262,1.0469344990361364,1.1899891565865015
2021-04-23,IBM,0.08655813746340628,0.19628410289919684,0.2410676435354396,,0.01657659659809125,0.014156004067027949,103.50605026245117,97.97895153045654,1.104514382625288,1.1668212347432187
2021-04-23,INTC,-0.046182472022165945,0.05058012197628007,0.11521418254700536,,0.02261327643823482,0.0234239697082392,57.453368759155275,48.86667165756226,0.9377958022186214,1.1025823167008406
2021-04-23,JNJ,0.0220514774396896,0.018189690019722666,0.15290628042769025,,0.008899039485757106,0.011025248592658618,144.32120788574218,135.7074169921875,1.023684474701573,1.0886610559488998
2021-04-23,JPM,0.0030135021005867372,0.12150224348876974,0.42609914539189236,,0.013238100647555462,0.014306814156297443,135.6208038330078,107.4306831741333,0.9949586213841176,1.256038629057
2021-04-23,KO,0.05567988005362344,0.12458153709424771,0.10192650194537799,,0.007496141771915491,0.009616595423430936,45.759530792236326,44.16290258407593,1.0553205600509183,1.0934737265376808
2021-04-23,MCD,0.04592761214488621,0.10085622050447848,0.039678241819789004,,0.006926369373051162,0.010900087369255093,201.38828308105468,194.0695231628418,1.0637707107569232,1.103887686947584
2021-04-23,MMM,0.05860831498285214,0.1873286970068884,0.19517346823155385,,0.0064238582363373474,0.01366233543157188,133.6581610107422,121.14553379058837,1.0754370342394903,1.1865145315861731
2021-04-23,MRK,0.021283223446012803,-0.03028487959902867,0.014177058447786257,,0.00943070431026661,0.010935738896430614,63.821100082397464,66.4198038482666,1.0309820486226415,0.9906444267528196
2021-04-23,MSFT,0.10355386904640115,0.14708170335084575,0.20030283736206447,,0.013058166335887827,0.014822328346350288,233.66386993408204,213.96173500061036,1.0806438147357493,1.1801522163332807
2021-04-23,NKE,-0.022556690821131497,-0.06596293427414643,0.009895396947468186,,0.01855571407791485,0.018026080240677148,129.47668548583985,120.6585610961914,0.9554688912925879,1.0252976996035092
2021-04-23,PG,0.01673416129987106,0.03623532333522578,-0.04927092505208736,,0.009305845505227204,0.010888488834912185,117.95681350708008,120.60941497802735,1.0285481040880309,1.0059269163943423
2021-04-23,TRV,0.05575817498886152,0.08454448244170928,0.24504462908309774,,0.011116664749165015,0.014815448068585226,139.62956298828124,120.50725044250488,1.040522955121784,1.2056350548986081
2021-04-23,UNH,0.07711630503942418,0.14487752108138321,0.22237500288003648,,0.01336894393321723,0.012981696217574452,337.8818768310547,313.7069075012207,1.118131098578461,1.2042968296112169
2021-04-23,V,0.10020484928451441,0.13126405459292853,0.150699788489084,,0.010453258743352168,0.016722817522964648,210.83369995117187,200.2019179534912,1.0593924092287845,1.115651756092458
2021-04-23,VZ,0.015775008489742916,0.007738468665150669,0.030994465453951837,,0.007313443585401592,0.012092018162441947,44.14615951538086,44.540450496673586,1.015760966309427,1.0067690189065845
2021-04-23,WBA,0.023665141066407075,0.12048062057003649,0.370567374210859,,0.016000343066632627,0.01743908753661703,41.46423713684082,34.22827098846435,1.0248305361435632,1.2414829948627475
2021-04-23,WMT,0.04975182980639945,-0.04077033780285294,-0.023844295933716196,,0.00792768161469584,0.013466321750430159,42.73154014587402,43.75565958023071,1.030841348713141,1.0067140776564711
2021-04-30,AAPL,0.07345294548511497,-0.002302902826926308,0.17058941665912702,,0.013516585452418484,0.017790326282315812,123.65822525024414,118.80644729614258,1.0399595180959453,1.0824290370310494
2021-04-30,AMGN,-0.03755187466783505,-3.380178417406741e-05,0.11627969057587041,,0.019225329597945883,0.014496288163081792,213.65272308349608,209.23482482910157,0.9888047080911017,1.0096828702105327
2021-04-30,AXP,0.08084734983618946,0.27989484688876914,0.5217931318139848,,0.014243244705355824,0.016411150995738293,137.16876586914063,111.67540988922119,1.0632054341703285,1.305914859996265
2021-04-30,BA,-0.08351989294056675,0.18780794071000098,0.4584872460427412,,0.015768472975252384,0.026427981495628732,241.6229998779297,200.61585021972655,0.9697338319488187,1.1679535654932713
2021-04-30,CAT,-0.011838767584608558,0.22572670025078156,0.42130560192619,,0.01050433582539645,0.017136967696871414,208.22724822998046,164.96219856262206,1.0125437697183322,1.2781061644302811
2021-04-30,CRM,0.08349678600315628,0.020883312979948904,-0.03460608068073807,,0.014231880597118602,0.017990115566632322,220.18308715820314,228.48594436645507,1.0385964888451071,1.000855356156252
2021-04-30,CSCO,-0.008448118021715145,0.13991753286009168,0.3698495211659618,,0.009505636828775215,0.013728987306135617,43.87619400024414,38.982992277145385,1.0288391090118216,1.1579804859799387
2021-04-30,CVX,-0.016549893606082854,0.20444358585628145,0.4611521464151689,,0.014605920933921294,0.016083353772393987,88.50932037353516,74.3425602531433,0.9881844208612042,1.176493400231566
2021-04-30,DIS,0.008096302182831317,0.10087887512035908,0.45119442324239356,,0.009823099766669743,0.017647142212911908,186.96391540527344,153.99169189453124,0.98281005112929,1.193246291394988
2021-04-30,DOW,-0.02277852372695604,0.19689917570750232,0.34804621154050513,,0.02032267436280226,0.020923667411044906,51.313613204956056,43.02956351280213,0.9899588700513603,1.1805457085688857
2021-04-30,GS,0.06353462358889612,0.2546691695191452,0.6170384344271529,,0.013857000706354483,0.015514137159992685,302.36389709472655,230.76231857299805,1.0431623793867466,1.366837724133058
2021-04-30,HD,0.05859356047968659,0.18451700376881863,0.19402451394929815,,0.0101361437987628,0.012691609788734421,267.03371856689455,251.74473915100097,1.0997714351741479,1.1665628322506911
2021-04-30,HON,0.027131186002730002,0.13687267081025095,0.3340477384393963,,0.011199921411527407,0.011794865853976518,199.6099185180664,175.7573329925537,1.0301219504537766,1.1699230700232666
2021-04-30,IBM,0.06267950752830281,0.18820853515556804,0.3130999750221023,,0.015737374333680283,0.013564744210857418,105.27545059204101,98.53934413909911,1.0817569114985313,1.1557053406840714
2021-04-30,INTC,-0.10657635550771692,0.04179493753183871,0.2757498926545033,,0.02022072670543896,0.022392918025566637,57.1215786743164,48.87336444854736,0.9160157289191618,1.070609014066401
2021-04-30,JNJ,-0.009905973768267577,0.0037614335463557595,0.17537458150353585,,0.008944950993949473,0.009352222009730978,144.1826449584961,136.17236225128173,1.0073965543721035,1.06665623868237
2021-04-30,JPM,0.016197933155771418,0.18433934070614655,0.4788089390741574,,0.012205493975229072,0.013607115854422699,136.54389068603516,108.73588466644287,1.012051415643044,1.2708724290064821
2021-04-30,KO,0.02380830442253117,0.12258109837713523,0.13434546010101156,,0.005966583785410764,0.00914093585300792,46.09627319335937,44.375229034423825,1.0381870118497487,1.0784519463978202
2021-04-30,MCD,0.05189976739926536,0.133536104118085,0.10703551849494261,,0.007748860625868877,0.009884328145220526,203.31462554931642,195.21556510925294,1.0604293664463913,1.1044242268278417
2021-04-30,MMM,0.02288335878117684,0.12357078618949838,0.23479050045114128,,0.009548101306349845,0.01015164642038735,135.04637802124023,121.95978439331054,1.0377461574070448,1.1490989473327413
2021-04-30,MRK,-0.034174422475414946,-0.025167200257950044,-0.005686024188381666,,0.012674780516953442,0.011087343971977682,63.96448379516602,66.42343313217162,0.9840265298630342,0.9475985515261137
2021-04-30,MSFT,0.06728613154431438,0.08587870442141612,0.223429873440416,,0.013400277213089062,0.01437577356001237,234.8876773071289,215.11717948913574,1.0380887008201245,1.1334949833085213
2021-04-30,NKE,-0.002033565527723111,-0.005256386555597834,0.08685229308409109,,0.01615859558780972,0.01730976755268454,128.43719924926756,121.49759128570557,0.9811802433877213,1.0372225579607857
2021-04-30,PG,-0.008575118663539213,0.04620998697914281,-0.01889392691019141,,0.008735600435909877,0.009609254186133388,118.35519744873046,120.85668132781983,1.0211061337713108,0.9999713441642738
2021-04-30,TRV,0.027930828837111142,0.13184324565908154,0.2530912339152908,,0.00978573806593528,0.013888356878656086,140.42551544189453,121.4749638748169,1.0137804446115661,1.1719340095972248
2021-04-30,UNH,0.06937771695678314,0.18212361847967223,0.265497850988563,,0.013476698019847782,0.012208809904520924,344.4864910888672,316.10089721679685,1.0925566370037227,1.190667301203934
2021-04-30,V,0.09812718709049281,0.19100547587044284,0.2587172939518042,,0.009958710125402389,0.015785892062516117,213.13989685058593,201.1965860748291,1.0641496382989428,1.127319049321586
2021-04-30,VZ,0.004490916106160501,0.06473934141391016,0.047293192016624803,,0.007500201258242258,0.010895412926763706,44.31562828063965,44.61876323699951,1.0205296873988101,1.013596321258418
2021-04-30,WBA,-0.03333660247723344,0.06465429494136113,0.44991367742310073,,0.013557817565475343,0.016342932821474556,41.740600509643556,34.51040447235108,1.019581253929029,1.233191394249507
2021-04-30,WMT,0.029595276369675436,2.9442450057418183e-05,0.006886330736906647,,0.008466509168755897,0.012963047117349892,42.591107864379886,43.83356294631958,1.0343142412913449,1.0049967754264595
2021-05-07,AAPL,0.000545955297143896,-0.04738188411858872,0.1295655994982258,,0.014718250354111756,0.01801442355474029,124.06108917236328,119.61648632049561,1.0284698830493086,1.0666848508674842
2021-05-07,AMGN,0.029258349750374717,0.08038184689099992,0.11282565840501481,,0.01999134609414973,0.014795679989426373,215.3183721923828,209.16744102478026,1.0408094310494826,1.0714162364758515
2021-05-07,AXP,0.07807392930960777,0.2332780969492454,0.5067735223204539,,0.013910608469628312,0.01558261117742469,139.10984130859376,113.14134170532226,1.0868593040947032,1.3363181224345564
2021-05-07,BA,-0.07948391354019475,0.12438207261738729,0.4401401469759446,,0.016020975609874376,0.02625415722718789,243.1033999633789,201.99125022888182,0.9686001975133804,1.1657435703471593
2021-05-07,CAT,0.049101517416546774,0.2265754404781463,0.4496641737834062,,0.012344003548117117,0.01678659362712276,209.8908920288086,167.30235877990722,1.0612371809069006,1.3313860018418266
2021-05-07,CRM,-0.03606245587883744,-0.09841274343931647,-0.14682606300155582,,0.01575758309819233,0.018375085246553017,218.12165893554686,229.18295013427735,0.9855036981980996,0.9379393249460398
2021-05-07,CSCO,0.02886104148387033,0.1126498231742648,0.39436499444910095,,0.011373493646182384,0.01345358024623564,44.454709167480466,39.12081561088562,1.0657141117781042,1.2110179748295613
2021-05-07,CVX,0.06573893808464677,0.22314534913665449,0.45583934712780755,,0.015783295336149743,0.016339923249951437,89.19090209960937,74.83061326980591,1.0467567988295166,1.2476335431046783
2021-05-07,DIS,-0.013327885096636611,0.020109927179972883,0.3906170288548032,,0.009305523907551854,0.01707330514979466,186.1126321411133,155.59379993438722,0.9810425521393709,1.173468426750219
2021-05-07,DOW,0.08854004791423815,0.1984846547090671,0.41984334397985235,,0.02259564196614183,0.021089560921212582,51.79515235900879,43.54977248191833,1.083381442174513,1.28850057445535
2021-05-07,GS,0.1133642132718631,0.23794823657189032,0.6376514254307997,,0.01442815687800999,0.014947791108717407,305.81594116210937,234.1785051727295,1.097807854810353,1.433637737529979
2021-05-07,HD,0.07597587788352965,0.20227444770423364,0.19396501154353255,,0.009892137651761434,0.012851396836529317,273.24534698486326,253.503359375,1.1265051345741846,1.2142335594125817
2021-05-07,HON,0.03981359009469098,0.12440959141729965,0.25501572064850797,,0.011222374914858906,0.011474842990882852,201.59862365722657,177.4753247833252,1.0462549279375304,1.1884669247643733
2021-05-07,IBM,0.08484902542076718,0.20198853880330264,0.30107757959782644,,0.016160627653142832,0.01380562951873024,107.2818830871582,99.04553707122803,1.1004704228549984,1.1919824227991507
2021-05-07,INTC,-0.14456143982040864,-0.002664115536210429,0.2520779739956279,,0.018073917468828915,0.02187268561433711,56.724075088500975,48.83033596038818,0.9303748098385278,1.0807759057103759
2021-05-07,JNJ,0.03336986492908491,0.030545705437578008,0.20272958080399842,,0.009884137495221363,0.009422983766160563,144.65856964111327,136.63197399139403,1.0396846337228172,1.100762051506777
2021-05-07,JPM,0.03869486533267205,0.1616575736170358,0.48827502480557283,,0.012809762190586618,0.013170908256922078,137.2665234375,110.10869312286377,1.0553545706374146,1.3156531859262677
2021-05-07,KO,0.025830570328830897,0.10167456623427526,0.11919970726123916,,0.006431279575513137,0.00909970126598637,46.47911674499512,44.56364267349243,1.0397450437699607,1.0844362887587695
2021-05-07,MCD,0.019738836051163146,0.10572003882776276,0.10093116774401882,,0.006421061523858005,0.009811427439614946,205.52106506347656,196.2460536956787,1.0435347270316717,1.0928544268352642
2021-05-07,MMM,0.036865591739255396,0.13431557137286,0.25419751677889874,,0.009590544122834293,0.010092466981251753,136.74809295654296,122.78428928375244,1.0556591457979294,1.1757153609969424
2021-05-07,MRK,0.0379514032247288,0.042601020430041915,-0.011181613084576006,,0.013798861910824826,0.0114885644304286,64.23718101501464,66.41859701156616,1.0312746703168003,0.9974040502813347
2021-05-07,MSFT,-0.0031244459094149964,0.04378955273775195,0.15908554487521798,,0.011443154331423082,0.01402505443087436,236.35775939941405,216.16625663757324,1.0327774549489408,1.1292463912128063
2021-05-07,NKE,0.030427300125130917,-0.049585006937374915,0.08305637232031578,,0.016385807309028645,0.01681326513848222,128.12308944702147,122.37495540618896,1.0220776932102666,1.0700862057463243
2021-05-07,PG,-0.009114338825970498,0.04854139900639232,-0.027427132927794876,,0.00880372541555683,0.009867566339546016,119.11371887207031,121.13498725891114,1.0277596400010767,1.0106103578934644
2021-05-07,TRV,0.06719098837471442,0.11006628675367339,0.27656875609464004,,0.00964106370474168,0.01307585502543946,141.48773986816406,122.42354354858398,1.0461793053453274,1.2090937831040127
2021-05-07,UNH,0.1350481530886561,0.2558740399705682,0.1709041170962385,,0.012341024401561157,0.011515299470260226,352.5153472900391,318.6986145019531,1.1181385825391699,1.236782944156075
2021-05-07,V,0.05045008773062457,0.10757256136617407,0.182607570116911,,0.009650039047534848,0.014735478568781329,215.06172576904297,202.06751243591307,1.0481377897129351,1.115539649011642
